PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Delivery_Missing,Delivery_Delay_Days,Savings_Per_Unit,Total_Savings,Defect_Rate
PO-00148,GAMMA_CO,2022-09-15,2022-09-22,OFFICE SUPPLIES,DELIVERED,428,22.94,21.52,26.0,YES,False,7.0,1.4200000000000017,607.7600000000007,0.06074766355140187
PO-00149,BETA_SUPPLIES,2023-07-21,,PACKAGING,DELIVERED,1846,13.72,12.62,216.0,YES,True,,1.1000000000000014,2030.6000000000026,0.11700975081256772
PO-00150,EPSILON_GROUP,2022-01-12,2022-01-17,OFFICE SUPPLIES,DELIVERED,1563,77.96,70.8,41.0,YES,False,5.0,7.159999999999997,11191.079999999994,0.026231605886116442
PO-00151,BETA_SUPPLIES,2023-11-28,2023-12-07,OFFICE SUPPLIES,DELIVERED,280,73.07,69.29,30.0,YES,False,9.0,3.779999999999987,1058.3999999999965,0.10714285714285714
PO-00152,DELTA_LOGISTICS,2022-04-28,2022-05-12,RAW MATERIALS,DELIVERED,1067,74.47,64.16,0.0,NO,False,14.0,10.310000000000002,11000.770000000002,0.0
PO-00153,GAMMA_CO,2023-11-30,2023-12-17,ELECTRONICS,PENDING,90,32.38,29.96,7.0,YES,False,17.0,2.4200000000000017,217.80000000000015,0.07777777777777778
PO-00154,GAMMA_CO,2023-07-04,2023-07-05,RAW MATERIALS,DELIVERED,1101,24.28,22.73,59.0,NO,False,1.0,1.5500000000000007,1706.5500000000009,0.053587647593097185
PO-00155,ALPHA_INC,2022-10-01,2022-10-11,RAW MATERIALS,DELIVERED,184,11.82,10.51,4.0,YES,False,10.0,1.3100000000000005,241.04000000000008,0.021739130434782608
PO-00156,EPSILON_GROUP,2023-10-19,2023-11-07,ELECTRONICS,DELIVERED,250,45.92,41.02,3.0,YES,False,19.0,4.899999999999999,1224.9999999999995,0.012
PO-00157,EPSILON_GROUP,2022-12-15,,PACKAGING,CANCELLED,1913,66.56,61.34,61.0,YES,True,,5.219999999999999,9985.859999999997,0.03188708834291688
PO-00158,BETA_SUPPLIES,2022-04-25,2022-04-30,ELECTRONICS,DELIVERED,829,45.98,40.39,0.0,YES,False,5.0,5.589999999999996,4634.109999999997,0.0
PO-00159,DELTA_LOGISTICS,2022-10-28,2022-11-13,RAW MATERIALS,DELIVERED,979,51.59,49.69,148.0,YES,False,16.0,1.9000000000000057,1860.1000000000056,0.1511746680286006
PO-00160,EPSILON_GROUP,2023-03-22,2023-04-09,ELECTRONICS,PARTIALLY DELIVERED,1106,97.77,90.45,31.0,YES,False,18.0,7.319999999999993,8095.919999999993,0.02802893309222423
PO-00161,DELTA_LOGISTICS,2022-06-11,2022-06-24,OFFICE SUPPLIES,PENDING,1121,42.38,38.34,152.0,YES,False,13.0,4.039999999999999,4528.839999999999,0.13559322033898305
PO-00162,ALPHA_INC,2023-04-10,2023-04-21,OFFICE SUPPLIES,DELIVERED,552,60.48,56.78,10.0,YES,False,11.0,3.6999999999999957,2042.3999999999976,0.018115942028985508
PO-00163,GAMMA_CO,2022-01-04,2022-01-12,PACKAGING,DELIVERED,456,80.53,77.86,26.0,YES,False,8.0,2.6700000000000017,1217.520000000001,0.05701754385964912
PO-00164,DELTA_LOGISTICS,2022-09-27,2022-10-05,PACKAGING,DELIVERED,1647,47.52,44.92,0.0,YES,False,8.0,2.6000000000000014,4282.200000000003,0.0
PO-00165,EPSILON_GROUP,2023-05-28,2023-06-11,ELECTRONICS,PENDING,1801,71.27,61.24,43.0,YES,False,14.0,10.029999999999994,18064.029999999988,0.02387562465297057
PO-00166,GAMMA_CO,2022-07-02,2022-07-18,ELECTRONICS,DELIVERED,854,90.24,85.53,0.0,YES,False,16.0,4.709999999999994,4022.3399999999947,0.0
PO-00167,DELTA_LOGISTICS,2023-06-04,2023-06-17,ELECTRONICS,DELIVERED,148,103.57,98.62,23.0,NO,False,13.0,4.949999999999989,732.5999999999983,0.1554054054054054
PO-00168,DELTA_LOGISTICS,2022-04-19,2022-04-24,MRO,DELIVERED,733,23.59,22.85,92.0,YES,False,5.0,0.7399999999999984,542.4199999999988,0.12551159618008187
PO-00169,BETA_SUPPLIES,2023-10-03,2023-10-05,RAW MATERIALS,DELIVERED,1945,103.2,88.56,0.0,YES,False,2.0,14.64,28474.800000000003,0.0
PO-00170,GAMMA_CO,2022-11-02,2022-11-21,RAW MATERIALS,DELIVERED,775,57.0,49.14,48.0,YES,False,19.0,7.859999999999999,6091.5,0.06193548387096774
PO-00171,DELTA_LOGISTICS,2023-10-17,2023-10-21,PACKAGING,DELIVERED,1620,36.73,33.45,235.0,NO,False,4.0,3.279999999999994,5313.59999999999,0.14506172839506173
PO-00172,BETA_SUPPLIES,2023-06-04,2023-06-19,OFFICE SUPPLIES,DELIVERED,1010,55.68,50.86,0.0,YES,False,15.0,4.82,4868.200000000001,0.0
PO-00173,EPSILON_GROUP,2023-09-16,2023-10-01,OFFICE SUPPLIES,DELIVERED,1812,108.02,101.02,51.0,YES,False,15.0,7.0,12684.0,0.028145695364238412
PO-00174,DELTA_LOGISTICS,2022-07-23,2022-07-28,OFFICE SUPPLIES,DELIVERED,662,55.97,50.0,100.0,YES,False,5.0,5.969999999999999,3952.1399999999994,0.1510574018126888
PO-00175,BETA_SUPPLIES,2022-06-06,2022-06-11,OFFICE SUPPLIES,PENDING,1535,40.58,38.71,165.0,YES,False,5.0,1.8699999999999974,2870.449999999996,0.10749185667752444
PO-00176,BETA_SUPPLIES,2023-01-18,2023-01-27,RAW MATERIALS,DELIVERED,692,71.03,67.74,70.0,YES,False,9.0,3.2900000000000063,2276.6800000000044,0.10115606936416185
PO-00177,GAMMA_CO,2022-06-15,2022-06-28,MRO,DELIVERED,1842,32.4,28.08,96.0,YES,False,13.0,4.32,7957.4400000000005,0.05211726384364821
PO-00178,BETA_SUPPLIES,2023-07-07,2023-07-18,OFFICE SUPPLIES,CANCELLED,1078,18.34,17.41,102.0,YES,False,11.0,0.9299999999999997,1002.5399999999997,0.09461966604823747
PO-00179,DELTA_LOGISTICS,2023-06-28,2023-07-16,PACKAGING,DELIVERED,1291,23.44,22.23,0.0,YES,False,18.0,1.2100000000000009,1562.110000000001,0.0
PO-00180,ALPHA_INC,2022-01-01,2022-01-12,ELECTRONICS,DELIVERED,552,21.52,18.79,13.0,YES,False,11.0,2.7300000000000004,1506.9600000000003,0.02355072463768116
PO-00181,EPSILON_GROUP,2023-09-06,2023-09-22,ELECTRONICS,DELIVERED,816,26.04,25.61,28.0,YES,False,16.0,0.4299999999999997,350.87999999999977,0.03431372549019608
PO-00182,DELTA_LOGISTICS,2022-11-28,2022-11-30,PACKAGING,DELIVERED,447,23.62,21.81,50.0,YES,False,2.0,1.8100000000000023,809.0700000000011,0.11185682326621924
PO-00183,DELTA_LOGISTICS,2023-05-16,2023-05-24,PACKAGING,PARTIALLY DELIVERED,920,73.09,70.14,0.0,YES,False,8.0,2.950000000000003,2714.0000000000027,0.0
PO-00184,EPSILON_GROUP,2022-01-20,2022-01-30,PACKAGING,PARTIALLY DELIVERED,844,26.37,25.08,38.0,YES,False,10.0,1.2900000000000027,1088.7600000000023,0.045023696682464455
PO-00185,EPSILON_GROUP,2022-04-25,,MRO,DELIVERED,442,41.73,36.45,15.0,YES,True,,5.279999999999994,2333.7599999999975,0.033936651583710405
PO-00186,BETA_SUPPLIES,2023-01-07,2023-01-21,ELECTRONICS,CANCELLED,256,96.15,83.44,26.0,YES,False,14.0,12.710000000000008,3253.760000000002,0.1015625
PO-00187,DELTA_LOGISTICS,2022-11-11,,MRO,PARTIALLY DELIVERED,1088,55.29,53.04,161.0,NO,True,,2.25,2448.0,0.1479779411764706
PO-00188,BETA_SUPPLIES,2022-09-03,2022-09-07,OFFICE SUPPLIES,DELIVERED,1931,72.88,64.69,187.0,YES,False,4.0,8.189999999999998,15814.889999999996,0.09684101501812532
PO-00189,GAMMA_CO,2022-03-01,2022-03-11,ELECTRONICS,DELIVERED,1627,25.76,25.09,74.0,YES,False,10.0,0.6700000000000017,1090.0900000000029,0.04548248309772587
PO-00190,BETA_SUPPLIES,2022-09-04,,PACKAGING,DELIVERED,941,28.4,27.21,0.0,NO,True,,1.1899999999999977,1119.789999999998,0.0
PO-00191,GAMMA_CO,2023-08-04,2023-08-06,MRO,DELIVERED,1534,14.98,12.79,0.0,YES,False,2.0,2.1900000000000013,3359.460000000002,0.0
PO-00192,ALPHA_INC,2022-03-22,2022-04-03,RAW MATERIALS,DELIVERED,1764,25.46,24.52,46.0,YES,False,12.0,0.9400000000000013,1658.1600000000024,0.026077097505668934
PO-00193,DELTA_LOGISTICS,2022-03-29,2022-04-06,ELECTRONICS,DELIVERED,1648,35.42,31.46,0.0,NO,False,8.0,3.960000000000001,6526.080000000002,0.0
PO-00194,GAMMA_CO,2023-05-13,2023-06-01,PACKAGING,DELIVERED,913,28.01,24.06,53.0,YES,False,19.0,3.950000000000003,3606.3500000000026,0.05805038335158817
PO-00195,ALPHA_INC,2022-03-12,2022-03-18,PACKAGING,CANCELLED,792,18.16,17.25,17.0,YES,False,6.0,0.9100000000000001,720.7200000000001,0.021464646464646464
PO-00196,EPSILON_GROUP,2023-06-30,2023-07-03,OFFICE SUPPLIES,PARTIALLY DELIVERED,1314,22.63,21.06,44.0,YES,False,3.0,1.5700000000000003,2062.9800000000005,0.0334855403348554
PO-00197,BETA_SUPPLIES,2022-05-09,2022-05-22,MRO,DELIVERED,613,52.5,45.19,70.0,YES,False,13.0,7.310000000000002,4481.030000000002,0.11419249592169657
PO-00198,ALPHA_INC,2022-05-12,2022-05-20,OFFICE SUPPLIES,DELIVERED,1070,29.14,26.63,24.0,YES,False,8.0,2.5100000000000016,2685.7000000000016,0.022429906542056073
PO-00199,GAMMA_CO,2023-11-07,2023-11-26,RAW MATERIALS,PARTIALLY DELIVERED,145,47.49,42.76,6.0,YES,False,19.0,4.730000000000004,685.8500000000006,0.041379310344827586
PO-00200,DELTA_LOGISTICS,2023-05-02,2023-05-17,RAW MATERIALS,DELIVERED,1973,59.73,54.95,291.0,YES,False,15.0,4.779999999999994,9430.939999999988,0.14749113025848962
PO-00201,EPSILON_GROUP,2023-07-17,2023-08-01,OFFICE SUPPLIES,DELIVERED,1807,78.63,73.08,100.0,YES,False,15.0,5.549999999999997,10028.849999999995,0.05534034311012728
PO-00202,EPSILON_GROUP,2022-06-19,2022-06-20,ELECTRONICS,DELIVERED,534,13.88,12.51,100.0,YES,False,1.0,1.370000000000001,731.5800000000005,0.18726591760299627
PO-00203,ALPHA_INC,2022-09-29,2022-10-14,ELECTRONICS,DELIVERED,1480,85.22,75.48,100.0,YES,False,15.0,9.739999999999995,14415.199999999992,0.06756756756756757
PO-00204,ALPHA_INC,2023-06-25,,OFFICE SUPPLIES,DELIVERED,280,72.16,62.38,100.0,YES,True,,9.779999999999994,2738.3999999999983,0.35714285714285715
PO-00205,BETA_SUPPLIES,2023-09-14,2023-09-20,OFFICE SUPPLIES,CANCELLED,798,19.09,17.76,100.0,YES,False,6.0,1.3299999999999983,1061.3399999999986,0.12531328320802004
PO-00206,EPSILON_GROUP,2023-03-10,2023-03-22,ELECTRONICS,DELIVERED,1728,94.83,90.2,100.0,YES,False,12.0,4.6299999999999955,8000.639999999992,0.05787037037037037
PO-00207,EPSILON_GROUP,2022-08-05,,MRO,DELIVERED,1244,96.13,84.78,43.0,YES,True,,11.349999999999994,14119.399999999992,0.03456591639871383
PO-00208,BETA_SUPPLIES,2023-07-07,2023-07-21,OFFICE SUPPLIES,DELIVERED,590,16.89,15.56,46.0,NO,False,14.0,1.33,784.7,0.07796610169491526
PO-00209,DELTA_LOGISTICS,2023-12-08,2023-12-23,PACKAGING,DELIVERED,1109,38.93,33.33,152.0,YES,False,15.0,5.600000000000001,6210.4000000000015,0.13706041478809738
PO-00210,BETA_SUPPLIES,2022-07-25,2022-08-01,MRO,DELIVERED,574,85.03,82.55,54.0,YES,False,7.0,2.480000000000004,1423.5200000000023,0.09407665505226481
PO-00211,GAMMA_CO,2024-01-01,,OFFICE SUPPLIES,DELIVERED,1233,86.62,76.59,65.0,YES,True,,10.030000000000001,12366.990000000002,0.05271695052716951
PO-00212,GAMMA_CO,2022-11-16,2022-11-20,PACKAGING,DELIVERED,1912,27.94,25.59,83.0,NO,False,4.0,2.3500000000000014,4493.200000000003,0.043410041841004186
PO-00213,ALPHA_INC,2023-02-13,2023-03-04,PACKAGING,DELIVERED,1772,30.72,27.76,46.0,NO,False,19.0,2.9599999999999973,5245.119999999995,0.025959367945823927
PO-00214,BETA_SUPPLIES,2023-11-19,2023-11-29,OFFICE SUPPLIES,DELIVERED,1316,48.11,41.9,135.0,YES,False,10.0,6.210000000000001,8172.3600000000015,0.10258358662613981
PO-00215,BETA_SUPPLIES,2023-10-28,,OFFICE SUPPLIES,DELIVERED,1159,59.24,58.08,0.0,YES,True,,1.1600000000000037,1344.4400000000044,0.0
PO-00216,ALPHA_INC,2023-01-18,2023-01-31,OFFICE SUPPLIES,DELIVERED,1869,69.58,67.5,31.0,YES,False,13.0,2.0799999999999983,3887.519999999997,0.01658640984483681
PO-00217,DELTA_LOGISTICS,2023-03-25,2023-04-13,PACKAGING,DELIVERED,627,46.23,42.87,0.0,YES,False,19.0,3.3599999999999994,2106.72,0.0
PO-00218,BETA_SUPPLIES,2023-06-14,2023-06-16,RAW MATERIALS,PENDING,731,56.02,54.78,70.0,NO,False,2.0,1.240000000000002,906.4400000000014,0.09575923392612859
PO-00219,EPSILON_GROUP,2023-04-08,,OFFICE SUPPLIES,CANCELLED,606,83.07,79.22,16.0,YES,True,,3.8499999999999943,2333.0999999999967,0.026402640264026403
PO-00220,BETA_SUPPLIES,2022-05-04,2022-05-14,OFFICE SUPPLIES,DELIVERED,1647,13.57,12.33,157.0,YES,False,10.0,1.2400000000000002,2042.2800000000004,0.09532483302975106
PO-00221,DELTA_LOGISTICS,2022-09-11,2022-09-19,MRO,DELIVERED,1062,34.03,30.46,0.0,YES,False,8.0,3.5700000000000003,3791.34,0.0
PO-00222,BETA_SUPPLIES,2022-08-19,2022-08-31,OFFICE SUPPLIES,DELIVERED,695,76.8,69.76,0.0,NO,False,12.0,7.039999999999992,4892.799999999995,0.0
PO-00223,EPSILON_GROUP,2022-03-07,2022-03-14,MRO,DELIVERED,845,91.47,86.97,0.0,YES,False,7.0,4.5,3802.5,0.0
PO-00224,GAMMA_CO,2022-12-13,2022-12-18,MRO,DELIVERED,1101,59.13,52.51,54.0,YES,False,5.0,6.6200000000000045,7288.620000000005,0.04904632152588556
PO-00225,GAMMA_CO,2022-01-22,2022-01-24,RAW MATERIALS,DELIVERED,1693,57.89,49.84,88.0,YES,False,2.0,8.049999999999997,13628.649999999996,0.05197873597164796
PO-00226,DELTA_LOGISTICS,2023-08-26,2023-09-10,OFFICE SUPPLIES,CANCELLED,1629,21.51,19.41,250.0,NO,False,15.0,2.1000000000000014,3420.9000000000024,0.1534683855125844
PO-00227,DELTA_LOGISTICS,2023-07-22,2023-08-03,RAW MATERIALS,DELIVERED,1413,54.79,50.42,0.0,YES,False,12.0,4.369999999999997,6174.809999999997,0.0
PO-00228,EPSILON_GROUP,2022-08-24,2022-08-27,PACKAGING,DELIVERED,1871,59.96,58.54,47.0,YES,False,3.0,1.4200000000000017,2656.8200000000033,0.02512025654730091
PO-00229,GAMMA_CO,2023-08-26,,RAW MATERIALS,DELIVERED,1404,34.85,30.5,78.0,YES,True,,4.350000000000001,6107.400000000002,0.05555555555555555
PO-00230,GAMMA_CO,2022-08-14,2022-08-28,ELECTRONICS,DELIVERED,1713,35.43,34.11,74.0,YES,False,14.0,1.3200000000000003,2261.1600000000003,0.04319906596614127
PO-00231,GAMMA_CO,2022-01-08,2022-01-13,ELECTRONICS,DELIVERED,1579,43.96,43.41,74.0,YES,False,5.0,0.5500000000000043,868.4500000000068,0.046865104496516784
PO-00232,GAMMA_CO,2022-03-14,2022-03-26,ELECTRONICS,DELIVERED,1421,11.92,11.72,76.0,YES,False,12.0,0.1999999999999993,284.19999999999897,0.05348346235045742
PO-00233,EPSILON_GROUP,2023-12-26,2024-01-04,MRO,DELIVERED,1546,43.47,37.37,53.0,YES,False,9.0,6.100000000000001,9430.600000000002,0.03428201811125485
PO-00234,DELTA_LOGISTICS,2023-10-09,2023-10-18,ELECTRONICS,DELIVERED,1304,32.08,29.36,0.0,YES,False,9.0,2.719999999999999,3546.8799999999983,0.0
PO-00235,DELTA_LOGISTICS,2022-03-02,,RAW MATERIALS,DELIVERED,239,39.87,35.47,32.0,YES,True,,4.399999999999999,1051.5999999999997,0.13389121338912133
PO-00236,ALPHA_INC,2022-08-23,,OFFICE SUPPLIES,DELIVERED,1298,21.51,20.83,0.0,YES,True,,0.6800000000000033,882.6400000000042,0.0
PO-00237,DELTA_LOGISTICS,2022-03-11,,MRO,DELIVERED,1458,91.05,81.56,220.0,YES,True,,9.489999999999995,13836.419999999993,0.15089163237311384
PO-00238,GAMMA_CO,2022-02-02,2022-02-13,MRO,DELIVERED,1450,63.74,59.11,71.0,YES,False,11.0,4.630000000000003,6713.500000000004,0.04896551724137931
PO-00239,BETA_SUPPLIES,2022-12-05,2022-12-20,ELECTRONICS,DELIVERED,1356,75.03,63.86,131.0,YES,False,15.0,11.170000000000002,15146.520000000002,0.09660766961651918
PO-00240,GAMMA_CO,2022-03-14,,PACKAGING,DELIVERED,682,81.84,71.86,40.0,YES,True,,9.980000000000004,6806.360000000002,0.05865102639296188
PO-00241,GAMMA_CO,2023-06-11,2023-06-19,PACKAGING,DELIVERED,677,59.52,55.29,39.0,YES,False,8.0,4.230000000000004,2863.7100000000028,0.05760709010339734
PO-00242,DELTA_LOGISTICS,2022-09-01,2022-09-14,OFFICE SUPPLIES,DELIVERED,1022,18.54,16.55,150.0,YES,False,13.0,1.9899999999999984,2033.7799999999984,0.14677103718199608
PO-00243,ALPHA_INC,2022-10-13,,RAW MATERIALS,DELIVERED,1818,60.96,57.13,41.0,YES,True,,3.8299999999999983,6962.939999999997,0.022552255225522552
PO-00244,EPSILON_GROUP,2023-11-17,2023-11-29,ELECTRONICS,DELIVERED,1332,69.73,63.8,41.0,YES,False,12.0,5.930000000000007,7898.760000000009,0.03078078078078078
PO-00245,BETA_SUPPLIES,2023-05-13,2023-05-26,RAW MATERIALS,DELIVERED,1432,83.26,77.67,174.0,YES,False,13.0,5.590000000000003,8004.880000000005,0.12150837988826815
PO-00246,BETA_SUPPLIES,2022-08-08,2022-08-26,PACKAGING,PENDING,759,50.56,46.47,63.0,NO,False,18.0,4.090000000000003,3104.3100000000027,0.08300395256916997
PO-00247,ALPHA_INC,2023-07-07,2023-07-19,PACKAGING,DELIVERED,1529,23.42,22.44,30.0,YES,False,12.0,0.9800000000000004,1498.4200000000008,0.01962066710268149
PO-00248,GAMMA_CO,2022-05-16,2022-05-25,ELECTRONICS,DELIVERED,1484,36.25,31.8,61.0,YES,False,9.0,4.449999999999999,6603.799999999999,0.04110512129380054
PO-00249,EPSILON_GROUP,2023-08-08,2023-08-20,PACKAGING,DELIVERED,698,46.73,45.61,15.0,YES,False,12.0,1.1199999999999974,781.7599999999982,0.02148997134670487
PO-00250,EPSILON_GROUP,2023-08-14,2023-08-22,PACKAGING,PENDING,367,74.61,71.36,13.0,YES,False,8.0,3.25,1192.75,0.035422343324250684
PO-00251,EPSILON_GROUP,2023-04-30,2023-05-20,OFFICE SUPPLIES,PARTIALLY DELIVERED,1750,65.97,58.34,50.0,YES,False,20.0,7.6299999999999955,13352.499999999993,0.02857142857142857
PO-00252,DELTA_LOGISTICS,2022-09-06,2022-09-24,OFFICE SUPPLIES,PARTIALLY DELIVERED,1298,43.73,37.21,0.0,NO,False,18.0,6.519999999999996,8462.959999999995,0.0
PO-00253,GAMMA_CO,2023-04-30,2023-05-20,PACKAGING,DELIVERED,1892,106.2,96.37,93.0,YES,False,20.0,9.829999999999998,18598.359999999997,0.04915433403805497
PO-00254,BETA_SUPPLIES,2023-02-21,2023-02-24,ELECTRONICS,DELIVERED,1307,68.71,60.64,141.0,YES,False,3.0,8.069999999999993,10547.48999999999,0.10788064269319052
PO-00255,BETA_SUPPLIES,2022-07-14,2022-07-29,ELECTRONICS,DELIVERED,733,32.29,29.01,78.0,YES,False,15.0,3.2799999999999976,2404.2399999999984,0.10641200545702592
PO-00256,GAMMA_CO,2022-04-07,,PACKAGING,DELIVERED,713,19.45,18.82,31.0,YES,True,,0.629999999999999,449.1899999999993,0.043478260869565216
PO-00257,BETA_SUPPLIES,2022-04-10,2022-04-24,PACKAGING,DELIVERED,1900,24.11,23.45,188.0,YES,False,14.0,0.6600000000000001,1254.0000000000002,0.09894736842105263
PO-00258,DELTA_LOGISTICS,2023-11-06,2023-11-08,MRO,CANCELLED,1447,35.67,35.07,224.0,NO,False,2.0,0.6000000000000014,868.2000000000021,0.15480304077401522
PO-00259,EPSILON_GROUP,2023-03-18,,OFFICE SUPPLIES,DELIVERED,1745,26.17,22.25,55.0,YES,True,,3.9200000000000017,6840.400000000003,0.03151862464183381
PO-00260,BETA_SUPPLIES,2022-12-29,2023-01-14,OFFICE SUPPLIES,DELIVERED,1681,28.26,26.62,143.0,YES,False,16.0,1.6400000000000006,2756.840000000001,0.08506841165972635
PO-00261,DELTA_LOGISTICS,2023-03-10,2023-03-18,ELECTRONICS,DELIVERED,1545,38.15,36.96,214.0,YES,False,8.0,1.1899999999999977,1838.5499999999965,0.13851132686084142
PO-00262,EPSILON_GROUP,2023-02-25,2023-03-02,RAW MATERIALS,DELIVERED,1306,27.27,25.96,39.0,YES,False,5.0,1.3099999999999987,1710.8599999999983,0.02986217457886677
PO-00263,GAMMA_CO,2023-04-24,2023-05-06,RAW MATERIALS,DELIVERED,1765,97.51,84.3,65.0,YES,False,12.0,13.210000000000008,23315.650000000012,0.036827195467422094
PO-00264,GAMMA_CO,2022-02-25,2022-03-15,PACKAGING,CANCELLED,1186,17.31,16.0,64.0,YES,False,18.0,1.3099999999999987,1553.6599999999985,0.05396290050590219
PO-00265,DELTA_LOGISTICS,2023-11-21,2023-11-26,PACKAGING,DELIVERED,1903,63.5,56.09,254.0,YES,False,5.0,7.409999999999997,14101.229999999994,0.13347346295323173
PO-00266,DELTA_LOGISTICS,2023-11-01,2023-11-05,MRO,DELIVERED,1570,52.1,47.87,0.0,NO,False,4.0,4.230000000000004,6641.100000000006,0.0
PO-00267,DELTA_LOGISTICS,2023-10-24,2023-11-13,MRO,DELIVERED,491,108.75,93.35,0.0,NO,False,20.0,15.400000000000006,7561.400000000002,0.0
PO-00268,BETA_SUPPLIES,2022-04-11,2022-04-20,ELECTRONICS,PARTIALLY DELIVERED,613,20.38,20.17,58.0,YES,False,9.0,0.2099999999999973,128.72999999999834,0.09461663947797716
PO-00269,GAMMA_CO,2022-03-04,2022-03-16,RAW MATERIALS,PARTIALLY DELIVERED,1341,46.27,43.94,63.0,YES,False,12.0,2.3300000000000054,3124.530000000007,0.04697986577181208
PO-00270,BETA_SUPPLIES,2023-02-17,2023-03-04,MRO,PARTIALLY DELIVERED,1583,103.57,89.38,164.0,YES,False,15.0,14.189999999999998,22462.769999999997,0.10360075805432722
PO-00271,BETA_SUPPLIES,2022-12-14,,RAW MATERIALS,CANCELLED,1880,92.73,90.78,173.0,YES,True,,1.9500000000000028,3666.0000000000055,0.09202127659574467
PO-00272,EPSILON_GROUP,2022-04-22,2022-04-26,MRO,DELIVERED,1459,84.79,82.72,47.0,YES,False,4.0,2.0700000000000074,3020.1300000000106,0.03221384509938314
PO-00273,DELTA_LOGISTICS,2022-09-12,,OFFICE SUPPLIES,DELIVERED,1460,34.54,31.87,208.0,NO,True,,2.669999999999998,3898.199999999997,0.14246575342465753
PO-00274,BETA_SUPPLIES,2022-07-16,2022-07-28,PACKAGING,PARTIALLY DELIVERED,1186,26.14,24.78,112.0,YES,False,12.0,1.3599999999999994,1612.9599999999994,0.09443507588532883
PO-00275,EPSILON_GROUP,2022-07-14,2022-07-23,MRO,PENDING,1686,72.28,65.21,53.0,YES,False,9.0,7.070000000000007,11920.020000000013,0.03143534994068802
PO-00276,ALPHA_INC,2023-07-04,2023-07-08,MRO,DELIVERED,1698,102.07,100.69,28.0,YES,False,4.0,1.3799999999999955,2343.2399999999925,0.016489988221436984
PO-00277,EPSILON_GROUP,2023-04-05,,ELECTRONICS,DELIVERED,1001,64.62,55.7,32.0,YES,True,,8.920000000000002,8928.920000000002,0.03196803196803197
PO-00278,ALPHA_INC,2022-05-24,2022-05-27,OFFICE SUPPLIES,DELIVERED,1154,62.67,54.11,25.0,YES,False,3.0,8.560000000000002,9878.240000000003,0.021663778162911613
PO-00279,ALPHA_INC,2023-03-09,2023-03-29,PACKAGING,CANCELLED,748,37.66,32.71,0.0,NO,False,20.0,4.949999999999996,3702.5999999999967,0.0
PO-00280,ALPHA_INC,2022-07-07,,OFFICE SUPPLIES,DELIVERED,162,81.63,78.76,2.0,YES,True,,2.8699999999999903,464.93999999999846,0.012345679012345678
PO-00281,ALPHA_INC,2022-10-13,2022-10-24,PACKAGING,DELIVERED,51,28.04,24.13,0.0,YES,False,11.0,3.91,199.41,0.0
PO-00282,DELTA_LOGISTICS,2023-04-19,2023-04-24,OFFICE SUPPLIES,DELIVERED,691,42.07,39.1,106.0,YES,False,5.0,2.969999999999999,2052.269999999999,0.15340086830680175
PO-00283,BETA_SUPPLIES,2022-09-13,2022-09-20,OFFICE SUPPLIES,DELIVERED,269,50.22,45.75,32.0,NO,False,7.0,4.469999999999999,1202.4299999999996,0.11895910780669144
PO-00284,BETA_SUPPLIES,2022-03-19,2022-04-06,ELECTRONICS,PENDING,1639,56.24,55.4,147.0,YES,False,18.0,0.8400000000000034,1376.7600000000057,0.0896888346552776
PO-00285,ALPHA_INC,2023-03-30,2023-04-06,RAW MATERIALS,DELIVERED,904,34.04,30.06,26.0,YES,False,7.0,3.9800000000000004,3597.9200000000005,0.028761061946902654
PO-00286,BETA_SUPPLIES,2023-07-18,2023-07-26,OFFICE SUPPLIES,DELIVERED,1809,22.17,19.65,0.0,YES,False,8.0,2.520000000000003,4558.680000000006,0.0
PO-00287,ALPHA_INC,2022-04-11,2022-04-16,PACKAGING,DELIVERED,1298,65.93,58.95,0.0,YES,False,5.0,6.980000000000004,9060.040000000005,0.0
PO-00288,BETA_SUPPLIES,2022-02-21,2022-03-13,PACKAGING,DELIVERED,434,36.16,34.79,41.0,YES,False,20.0,1.3699999999999974,594.5799999999989,0.0944700460829493
PO-00289,EPSILON_GROUP,2023-10-30,2023-11-04,ELECTRONICS,DELIVERED,1476,68.85,65.28,43.0,YES,False,5.0,3.569999999999993,5269.31999999999,0.029132791327913278
PO-00290,DELTA_LOGISTICS,2023-07-08,,RAW MATERIALS,PARTIALLY DELIVERED,1711,26.04,24.81,290.0,YES,True,,1.2300000000000004,2104.5300000000007,0.1694915254237288
PO-00291,GAMMA_CO,2022-01-16,2022-01-22,PACKAGING,DELIVERED,1203,53.3,47.68,49.0,YES,False,6.0,5.619999999999997,6760.859999999997,0.040731504571903575
PO-00292,ALPHA_INC,2022-04-06,2022-04-07,ELECTRONICS,DELIVERED,1126,58.8,52.22,0.0,YES,False,1.0,6.579999999999998,7409.079999999998,0.0
PO-00293,EPSILON_GROUP,2022-08-31,2022-09-12,PACKAGING,DELIVERED,1757,15.18,13.06,63.0,YES,False,12.0,2.119999999999999,3724.839999999999,0.035856573705179286
PO-00294,EPSILON_GROUP,2022-06-20,2022-06-28,MRO,DELIVERED,779,41.3,36.28,20.0,YES,False,8.0,5.019999999999996,3910.5799999999967,0.025673940949935817
